국가	시점	의약품	데이터
슬로바키아	2013	항우울제	35.2
슬로바키아	2014	소화관 및 신진대사	335.5
슬로바키아	2014	제산제	0.7
슬로바키아	2014	소화성궤양 및 위장용 약물	45
슬로바키아	2014	당뇨 약물	70.4
슬로바키아	2014	심장 배당체	2.9
슬로바키아	2014	항 부정맥제	10
슬로바키아	2014	이뇨제	44.7
슬로바키아	2014	향균제	21.2
슬로바키아	2014	진통제	40
슬로바키아	2014	수면제 및 진정제	18
슬로바키아	2014	항우울제	38.1
슬로바키아	2015	소화관 및 신진대사	356
슬로바키아	2015	제산제	0.7
슬로바키아	2015	소화성궤양 및 위장용 약물	45.3
슬로바키아	2015	당뇨 약물	75.2
슬로바키아	2015	심장 배당체	2.6
슬로바키아	2015	항 부정맥제	10.6
슬로바키아	2015	이뇨제	45.9
슬로바키아	2015	향균제	24.2
슬로바키아	2015	진통제	42.6
슬로바키아	2015	수면제 및 진정제	18.7
슬로바키아	2015	항우울제	40
슬로바키아	2016	소화관 및 신진대사	271
슬로바키아	2016	제산제	0
슬로바키아	2016	소화성궤양 및 위장용 약물	46.4
슬로바키아	2016	당뇨 약물	76.3
슬로바키아	2016	심장 배당체	2.4
슬로바키아	2016	항 부정맥제	10.4
슬로바키아	2016	이뇨제	43.1
슬로바키아	2016	향균제	23.6
슬로바키아	2016	진통제	21.2
슬로바키아	2016	수면제 및 진정제	14.4
슬로바키아	2016	항우울제	38.9
슬로바키아	2017	소화관 및 신진대사	275.4
슬로바키아	2017	제산제	0
슬로바키아	2017	소화성궤양 및 위장용 약물	46.2
슬로바키아	2017	당뇨 약물	76
슬로바키아	2017	심장 배당체	2.2
슬로바키아	2017	항 부정맥제	10.4
슬로바키아	2017	이뇨제	42.9
슬로바키아	2017	향균제	20
슬로바키아	2017	진통제	20.9
슬로바키아	2017	수면제 및 진정제	14.1
슬로바키아	2017	항우울제	39.4
슬로바키아	2018	소화관 및 신진대사	269.5
슬로바키아	2018	제산제	0
슬로바키아	2018	소화성궤양 및 위장용 약물	47.7
슬로바키아	2018	당뇨 약물	76.8
슬로바키아	2018	심장 배당체	2.1
슬로바키아	2018	항 부정맥제	10.3
슬로바키아	2018	이뇨제	44
슬로바키아	2018	향균제	22
슬로바키아	2018	진통제	20.7
슬로바키아	2018	수면제 및 진정제	14.5
슬로바키아	2018	항우울제	41.1
슬로바키아	2019	소화관 및 신진대사	299
슬로바키아	2019	제산제	0
슬로바키아	2019	소화성궤양 및 위장용 약물	53.4
슬로바키아	2019	당뇨 약물	88.2
슬로바키아	2019	심장 배당체	2.2
슬로바키아	2019	항 부정맥제	11.8
슬로바키아	2019	이뇨제	50
슬로바키아	2019	향균제	19.3
슬로바키아	2019	진통제	22.2
슬로바키아	2019	수면제 및 진정제	16.7
슬로바키아	2019	항우울제	47.6
슬로베니아	1998	향균제	18
슬로베니아	1999	향균제	18.3
슬로베니아	2000	향균제	17.1
슬로베니아	2001	향균제	16.5
슬로베니아	2002	향균제	15.6
슬로베니아	2003	향균제	16.1
슬로베니아	2004	향균제	15.9
슬로베니아	2005	향균제	15.4
슬로베니아	2006	소화관 및 신진대사	102.5
슬로베니아	2006	제산제	0.2
슬로베니아	2006	소화성궤양 및 위장용 약물	38
슬로베니아	2006	당뇨 약물	46
슬로베니아	2006	심장 배당체	4.1
슬로베니아	2006	항 부정맥제	4.9
슬로베니아	2006	이뇨제	33
슬로베니아	2006	향균제	14
슬로베니아	2006	진통제	14.1
슬로베니아	2006	수면제 및 진정제	13.5
슬로베니아	2006	항우울제	32.6
슬로베니아	2007	소화관 및 신진대사	111.6
슬로베니아	2007	제산제	0.2
슬로베니아	2007	소화성궤양 및 위장용 약물	43.4
슬로베니아	2007	당뇨 약물	48.8
슬로베니아	2007	심장 배당체	3.9
슬로베니아	2007	항 부정맥제	4.8
슬로베니아	2007	이뇨제	34.2
슬로베니아	2007	향균제	15
슬로베니아	2007	진통제	15.7
슬로베니아	2007	수면제 및 진정제	13.9
슬로베니아	2007	항우울제	37.3
슬로베니아	2008	소화관 및 신진대사	118
슬로베니아	2008	제산제	0.1
슬로베니아	2008	소화성궤양 및 위장용 약물	48.1
슬로베니아	2008	당뇨 약물	51.2
슬로베니아	2008	심장 배당체	3.6
슬로베니아	2008	항 부정맥제	4.7
슬로베니아	2008	이뇨제	34.9
슬로베니아	2008	향균제	14.1
슬로베니아	2008	진통제	16.7
슬로베니아	2008	수면제 및 진정제	14.1
슬로베니아	2008	항우울제	41.1
슬로베니아	2009	소화관 및 신진대사	121.9
슬로베니아	2009	제산제	0.1
슬로베니아	2009	소화성궤양 및 위장용 약물	49.7
슬로베니아	2009	당뇨 약물	54.3
슬로베니아	2009	심장 배당체	3.2
슬로베니아	2009	항 부정맥제	4.5
슬로베니아	2009	이뇨제	35.3
슬로베니아	2009	향균제	13.5
슬로베니아	2009	진통제	17.3
슬로베니아	2009	수면제 및 진정제	14.2
슬로베니아	2009	항우울제	43.2
슬로베니아	2010	소화관 및 신진대사	123.8
슬로베니아	2010	제산제	0.1
슬로베니아	2010	소화성궤양 및 위장용 약물	49.6
슬로베니아	2010	당뇨 약물	55.5
슬로베니아	2010	심장 배당체	3.1
슬로베니아	2010	항 부정맥제	4.4
슬로베니아	2010	이뇨제	34.7
슬로베니아	2010	향균제	13.4
슬로베니아	2010	진통제	16.9
슬로베니아	2010	수면제 및 진정제	14.3
슬로베니아	2010	항우울제	44.1
슬로베니아	2011	소화관 및 신진대사	141.3
슬로베니아	2011	제산제	0.1
슬로베니아	2011	소화성궤양 및 위장용 약물	57.4
슬로베니아	2011	당뇨 약물	61
슬로베니아	2011	심장 배당체	2.9
슬로베니아	2011	항 부정맥제	4.5
슬로베니아	2011	이뇨제	35.6
슬로베니아	2011	향균제	13.4
슬로베니아	2011	진통제	19
슬로베니아	2011	수면제 및 진정제	14.1
슬로베니아	2011	항우울제	50
슬로베니아	2012	소화관 및 신진대사	177.7
슬로베니아	2012	제산제	0.2
슬로베니아	2012	소화성궤양 및 위장용 약물	58.2
슬로베니아	2012	당뇨 약물	70.6
슬로베니아	2012	심장 배당체	2.7
슬로베니아	2012	항 부정맥제	4.5
슬로베니아	2012	이뇨제	35.5
슬로베니아	2012	향균제	13.2
슬로베니아	2012	진통제	16.8
슬로베니아	2012	수면제 및 진정제	13.2
슬로베니아	2012	항우울제	51
슬로베니아	2013	소화관 및 신진대사	184.5
슬로베니아	2013	제산제	0.3
슬로베니아	2013	소화성궤양 및 위장용 약물	58.8
슬로베니아	2013	당뇨 약물	73.2
슬로베니아	2013	심장 배당체	2.6
슬로베니아	2013	항 부정맥제	4.4
슬로베니아	2013	이뇨제	35.5
슬로베니아	2013	향균제	13.3
슬로베니아	2013	진통제	18.2
슬로베니아	2013	수면제 및 진정제	13.1
슬로베니아	2013	항우울제	53.3
슬로베니아	2014	소화관 및 신진대사	188.9
슬로베니아	2014	제산제	0.4
슬로베니아	2014	소화성궤양 및 위장용 약물	58.6
슬로베니아	2014	당뇨 약물	74.3
슬로베니아	2014	심장 배당체	2.4
슬로베니아	2014	항 부정맥제	4.2
슬로베니아	2014	이뇨제	35.7
슬로베니아	2014	향균제	13.1
슬로베니아	2014	진통제	18.7
슬로베니아	2014	수면제 및 진정제	12.4
슬로베니아	2014	항우울제	55
슬로베니아	2015	소화관 및 신진대사	198.3
슬로베니아	2015	제산제	0.5
슬로베니아	2015	소화성궤양 및 위장용 약물	62
슬로베니아	2015	당뇨 약물	76.1
슬로베니아	2015	심장 배당체	2.3
슬로베니아	2015	항 부정맥제	4.2
슬로베니아	2015	이뇨제	35.9
슬로베니아	2015	향균제	13.3
슬로베니아	2015	진통제	20.2
슬로베니아	2015	수면제 및 진정제	11.7
슬로베니아	2015	항우울제	56.8
슬로베니아	2016	소화관 및 신진대사	210.5
슬로베니아	2016	제산제	0.6
슬로베니아	2016	소화성궤양 및 위장용 약물	65.7
슬로베니아	2016	당뇨 약물	78.7
슬로베니아	2016	심장 배당체	2.1
슬로베니아	2016	항 부정맥제	4.1
슬로베니아	2016	이뇨제	35.7
슬로베니아	2016	향균제	13
슬로베니아	2016	진통제	21.1
슬로베니아	2016	수면제 및 진정제	11.1
슬로베니아	2016	항우울제	58.6
슬로베니아	2017	소화관 및 신진대사	221.7
슬로베니아	2017	제산제	0.6
슬로베니아	2017	소화성궤양 및 위장용 약물	67.9
슬로베니아	2017	당뇨 약물	80.8
슬로베니아	2017	심장 배당체	2
슬로베니아	2017	항 부정맥제	4
슬로베니아	2017	이뇨제	35.2
슬로베니아	2017	향균제	13.1
슬로베니아	2017	진통제	22.5
슬로베니아	2017	수면제 및 진정제	10.6
슬로베니아	2017	항우울제	59.5
슬로베니아	2018	소화관 및 신진대사	233.3
슬로베니아	2018	제산제	0.7
슬로베니아	2018	소화성궤양 및 위장용 약물	70.1
슬로베니아	2018	당뇨 약물	82.7
슬로베니아	2018	심장 배당체	1.9
슬로베니아	2018	항 부정맥제	4
슬로베니아	2018	이뇨제	35
슬로베니아	2018	향균제	13.2
슬로베니아	2018	진통제	22.8
슬로베니아	2018	수면제 및 진정제	10.3
슬로베니아	2018	항우울제	61.5
슬로베니아	2019	소화관 및 신진대사	249.8
슬로베니아	2019	제산제	0.8
슬로베니아	2019	소화성궤양 및 위장용 약물	72.6
슬로베니아	2019	당뇨 약물	83.4
슬로베니아	2019	심장 배당체	1.6
슬로베니아	2019	항 부정맥제	4
슬로베니아	2019	이뇨제	35.2
슬로베니아	2019	향균제	13
슬로베니아	2019	진통제	23.3
슬로베니아	2019	수면제 및 진정제	9.8
슬로베니아	2019	항우울제	63.3
스페인	1998	소화성궤양 및 위장용 약물	24
스페인	1998	당뇨 약물	32.3
스페인	1998	이뇨제	29.8
스페인	1998	수면제 및 진정제	15.8
스페인	1998	항우울제	22.9
스페인	1999	소화성궤양 및 위장용 약물	28.5
스페인	1999	당뇨 약물	35.6
스페인	1999	이뇨제	31.1
스페인	1999	수면제 및 진정제	16.7
스페인	1999	항우울제	24.2
스페인	2000	소화성궤양 및 위장용 약물	33.3
스페인	2000	당뇨 약물	39.1
스페인	2000	이뇨제	32.9
스페인	2000	수면제 및 진정제	17.9
스페인	2000	항우울제	28.2
스페인	2001	소화성궤양 및 위장용 약물	39.1
스페인	2001	당뇨 약물	43.2
스페인	2001	이뇨제	34.2
스페인	2001	수면제 및 진정제	18.8
스페인	2001	항우울제	31.7
스페인	2002	소화성궤양 및 위장용 약물	44
스페인	2002	당뇨 약물	46
스페인	2002	이뇨제	35.2
스페인	2002	수면제 및 진정제	19.7
스페인	2002	항우울제	36.1
스페인	2003	소화성궤양 및 위장용 약물	50.7
스페인	2003	당뇨 약물	48.9
스페인	2003	이뇨제	36.2
스페인	2003	수면제 및 진정제	20.5
스페인	2003	항우울제	40.6
스페인	2004	소화관 및 신진대사	164.9
스페인	2004	제산제	4.1
스페인	2004	소화성궤양 및 위장용 약물	61.3
스페인	2004	당뇨 약물	51.7
스페인	2004	심장 배당체	6.1
스페인	2004	항 부정맥제	3
스페인	2004	이뇨제	38.1
스페인	2004	진통제	24.3
스페인	2004	수면제 및 진정제	20.9
스페인	2004	항우울제	44.1
스페인	2005	소화관 및 신진대사	170
스페인	2005	제산제	3.6
스페인	2005	소화성궤양 및 위장용 약물	65.2
스페인	2005	당뇨 약물	53.3
스페인	2005	심장 배당체	5.8
스페인	2005	항 부정맥제	3
스페인	2005	이뇨제	38.8
스페인	2005	진통제	24.2
스페인	2005	수면제 및 진정제	21.9
스페인	2005	항우울제	45
스페인	2006	소화관 및 신진대사	188.8
스페인	2006	제산제	3.2
스페인	2006	소화성궤양 및 위장용 약물	80.6
스페인	2006	당뇨 약물	55.7
스페인	2006	심장 배당체	5.4
스페인	2006	항 부정맥제	3
스페인	2006	이뇨제	40.3
스페인	2006	진통제	25.8
스페인	2006	수면제 및 진정제	23.4
스페인	2006	항우울제	49.2
스페인	2007	소화관 및 신진대사	202.5
스페인	2007	제산제	2.9
스페인	2007	소화성궤양 및 위장용 약물	89.2
스페인	2007	당뇨 약물	58.3
스페인	2007	심장 배당체	5.2
스페인	2007	항 부정맥제	3
스페인	2007	이뇨제	41.6
스페인	2007	진통제	29.5
스페인	2007	수면제 및 진정제	24.6
스페인	2007	항우울제	52.1
스페인	2008	소화관 및 신진대사	216.8
스페인	2008	제산제	2.7
스페인	2008	소화성궤양 및 위장용 약물	100.8
스페인	2008	당뇨 약물	60.4
스페인	2008	심장 배당체	4.9
스페인	2008	항 부정맥제	3
스페인	2008	이뇨제	41.9
스페인	2008	진통제	32.2
스페인	2008	수면제 및 진정제	24.9
스페인	2008	항우울제	55
스페인	2009	소화관 및 신진대사	228.9
스페인	2009	제산제	2.5
스페인	2009	소화성궤양 및 위장용 약물	109.6
스페인	2009	당뇨 약물	62
스페인	2009	심장 배당체	4.6
스페인	2009	항 부정맥제	2.9
스페인	2009	이뇨제	44.9
스페인	2009	진통제	35
스페인	2009	수면제 및 진정제	25.8
스페인	2009	항우울제	57.7
스페인	2010	소화관 및 신진대사	231.1
스페인	2010	제산제	2.4
스페인	2010	소화성궤양 및 위장용 약물	116.5
스페인	2010	당뇨 약물	55.8
스페인	2010	심장 배당체	4.4
스페인	2010	항 부정맥제	3
스페인	2010	이뇨제	44.8
스페인	2010	진통제	36.5
스페인	2010	수면제 및 진정제	26.8
스페인	2010	항우울제	61.2
스페인	2011	소화관 및 신진대사	235.6
스페인	2011	제산제	2.2
스페인	2011	소화성궤양 및 위장용 약물	120.6
스페인	2011	당뇨 약물	56
스페인	2011	심장 배당체	4.1
스페인	2011	항 부정맥제	3.1
스페인	2011	이뇨제	44.2
스페인	2011	진통제	36.2
스페인	2011	수면제 및 진정제	27.6
스페인	2011	항우울제	63.9
스페인	2012	소화관 및 신진대사	238
스페인	2012	제산제	1.4
스페인	2012	소화성궤양 및 위장용 약물	120.7
스페인	2012	당뇨 약물	66.4
스페인	2012	심장 배당체	3.7
스페인	2012	항 부정맥제	3
스페인	2012	이뇨제	42.7
스페인	2012	진통제	35.7
스페인	2012	수면제 및 진정제	28
스페인	2012	항우울제	64
스페인	2013	소화관 및 신진대사	231.3
스페인	2013	소화성궤양 및 위장용 약물	121.8
스페인	2013	당뇨 약물	66.6
스페인	2013	심장 배당체	3.3
스페인	2013	항 부정맥제	2.9
스페인	2013	이뇨제	41.6
스페인	2013	진통제	37
스페인	2013	수면제 및 진정제	28.3
스페인	2013	항우울제	65.2
스페인	2014	소화관 및 신진대사	230.8
스페인	2014	소화성궤양 및 위장용 약물	125.2
스페인	2014	당뇨 약물	71.1
스페인	2014	심장 배당체	3.3
스페인	2014	항 부정맥제	3.2
스페인	2014	이뇨제	43.6
스페인	2014	진통제	40.7
스페인	2014	수면제 및 진정제	30.6
스페인	2014	항우울제	71.3
스페인	2015	소화관 및 신진대사	235.2
스페인	2015	소화성궤양 및 위장용 약물	124.8
스페인	2015	당뇨 약물	72.9
스페인	2015	심장 배당체	3.1
스페인	2015	항 부정맥제	3.2
스페인	2015	이뇨제	43.6
스페인	2015	진통제	43.7
스페인	2015	수면제 및 진정제	30.9
스페인	2015	항우울제	73.1
스페인	2016	소화관 및 신진대사	271.7
스페인	2016	소화성궤양 및 위장용 약물	125.6
스페인	2016	당뇨 약물	75.1
스페인	2016	심장 배당체	2.8
스페인	2016	항 부정맥제	3.2
스페인	2016	이뇨제	43.7
스페인	2016	향균제	27.5
스페인	2016	진통제	46.8
스페인	2016	수면제 및 진정제	31.5
스페인	2016	항우울제	75.5
스페인	2017	소화관 및 신진대사	283
스페인	2017	소화성궤양 및 위장용 약물	123.3
스페인	2017	당뇨 약물	76.4
스페인	2017	심장 배당체	2.6
스페인	2017	항 부정맥제	3.2
스페인	2017	이뇨제	43.3
스페인	2017	향균제	26.8
스페인	2017	진통제	49.3
스페인	2017	수면제 및 진정제	31.7
스페인	2017	항우울제	77.2
스페인	2018	소화관 및 신진대사	301.1
스페인	2018	소화성궤양 및 위장용 약물	125.3
스페인	2018	당뇨 약물	78.1
스페인	2018	심장 배당체	2.4
스페인	2018	항 부정맥제	3.2
스페인	2018	이뇨제	43.7
스페인	2018	향균제	26.3
스페인	2018	진통제	53
스페인	2018	수면제 및 진정제	32.5
스페인	2018	항우울제	80.4
스페인	2019	소화관 및 신진대사	312
스페인	2019	소화성궤양 및 위장용 약물	127.2
스페인	2019	당뇨 약물	79.6
스페인	2019	심장 배당체	2.2
스페인	2019	항 부정맥제	3.2
스페인	2019	이뇨제	43.5
스페인	2019	향균제	24.9
스페인	2019	진통제	56.4
스페인	2019	수면제 및 진정제	32.9
스페인	2019	항우울제	83.6
스페인	2020	소화관 및 신진대사	316.8
스페인	2020	소화성궤양 및 위장용 약물	127.7
스페인	2020	당뇨 약물	81
스페인	2020	심장 배당체	2
스페인	2020	항 부정맥제	3.2
스페인	2020	이뇨제	43
스페인	2020	진통제	60.6
스페인	2020	수면제 및 진정제	33.9
스페인	2020	항우울제	86.2
스웨덴	1998	향균제	16.4
스웨덴	1999	향균제	16.7
스웨덴	2000	소화관 및 신진대사	232.8
스웨덴	2000	제산제	2.8
스웨덴	2000	소화성궤양 및 위장용 약물	28.7
스웨덴	2000	당뇨 약물	20.6
스웨덴	2000	심장 배당체	8.9
스웨덴	2000	항 부정맥제	0.9
스웨덴	2000	이뇨제	73.8
스웨덴	2000	향균제	16.4
스웨덴	2000	진통제	70.6
스웨덴	2000	수면제 및 진정제	41.2
스웨덴	2000	항우울제	44.8
스웨덴	2001	소화관 및 신진대사	239.8
스웨덴	2001	제산제	2.7
스웨덴	2001	소화성궤양 및 위장용 약물	31.5
스웨덴	2001	당뇨 약물	26.1
스웨덴	2001	심장 배당체	8.2
스웨덴	2001	항 부정맥제	1
스웨덴	2001	이뇨제	77.5
스웨덴	2001	향균제	16.7
스웨덴	2001	진통제	71.9
스웨덴	2001	수면제 및 진정제	44
스웨덴	2001	항우울제	50.9
스웨덴	2002	소화관 및 신진대사	247.3
스웨덴	2002	제산제	2.6
스웨덴	2002	소화성궤양 및 위장용 약물	32.9
스웨덴	2002	당뇨 약물	30.1
스웨덴	2002	심장 배당체	7.6
스웨덴	2002	항 부정맥제	1
스웨덴	2002	이뇨제	77.4
스웨덴	2002	향균제	16.1
스웨덴	2002	진통제	72.1
스웨덴	2002	수면제 및 진정제	46.2
스웨덴	2002	항우울제	53.7
스웨덴	2003	소화관 및 신진대사	256.7
스웨덴	2003	제산제	2.5
스웨덴	2003	소화성궤양 및 위장용 약물	34
스웨덴	2003	당뇨 약물	35
스웨덴	2003	심장 배당체	6.9
스웨덴	2003	항 부정맥제	1.1
스웨덴	2003	이뇨제	78.9
스웨덴	2003	향균제	15.7
스웨덴	2003	진통제	72.6
스웨덴	2003	수면제 및 진정제	48.2
스웨덴	2003	항우울제	62.2
스웨덴	2004	소화관 및 신진대사	265.3
스웨덴	2004	제산제	2.4
스웨덴	2004	소화성궤양 및 위장용 약물	37.6
스웨덴	2004	당뇨 약물	42.9
스웨덴	2004	심장 배당체	6.4
스웨덴	2004	항 부정맥제	1.1
스웨덴	2004	이뇨제	81.1
스웨덴	2004	향균제	15.6
스웨덴	2004	진통제	72.4
스웨덴	2004	수면제 및 진정제	49.9
스웨덴	2004	항우울제	64.3
스웨덴	2005	소화관 및 신진대사	265.1
스웨덴	2005	제산제	2.3
스웨덴	2005	소화성궤양 및 위장용 약물	40.8
스웨덴	2005	당뇨 약물	44.6
스웨덴	2005	심장 배당체	5.9
스웨덴	2005	항 부정맥제	1.1
스웨덴	2005	이뇨제	83.1
스웨덴	2005	향균제	15.9
스웨덴	2005	진통제	73.5
스웨덴	2005	수면제 및 진정제	51.5
스웨덴	2005	항우울제	66.1
스웨덴	2006	소화관 및 신진대사	261.9
스웨덴	2006	제산제	2.2
스웨덴	2006	소화성궤양 및 위장용 약물	43.2
스웨덴	2006	당뇨 약물	46.1
스웨덴	2006	심장 배당체	5.3
스웨덴	2006	항 부정맥제	1.1
스웨덴	2006	이뇨제	86.1
스웨덴	2006	향균제	16.4
스웨덴	2006	진통제	74.7
스웨덴	2006	수면제 및 진정제	52.1
스웨덴	2006	항우울제	69.7
스웨덴	2007	소화관 및 신진대사	261
스웨덴	2007	제산제	2
스웨덴	2007	소화성궤양 및 위장용 약물	46.9
스웨덴	2007	당뇨 약물	47.3
스웨덴	2007	심장 배당체	4.7
스웨덴	2007	항 부정맥제	1.2
스웨덴	2007	이뇨제	90.2
스웨덴	2007	향균제	16.4
스웨덴	2007	진통제	75.3
스웨덴	2007	수면제 및 진정제	52.7
스웨덴	2007	항우울제	72.1
스웨덴	2008	소화관 및 신진대사	259.6
스웨덴	2008	제산제	1.8
스웨덴	2008	소화성궤양 및 위장용 약물	51.7
스웨덴	2008	당뇨 약물	49.5
스웨덴	2008	심장 배당체	4.2
스웨덴	2008	항 부정맥제	1.2
스웨덴	2008	이뇨제	89.8
스웨덴	2008	향균제	15.7
스웨덴	2008	진통제	77.1
스웨덴	2008	수면제 및 진정제	52.9
스웨덴	2008	항우울제	73.7
스웨덴	2009	소화관 및 신진대사	256.5
스웨덴	2009	제산제	1.8
스웨덴	2009	소화성궤양 및 위장용 약물	55.9
스웨덴	2009	당뇨 약물	50.9
스웨덴	2009	심장 배당체	3.8
스웨덴	2009	항 부정맥제	1.2
스웨덴	2009	이뇨제	87.6
스웨덴	2009	향균제	15.1
스웨덴	2009	진통제	75.7
스웨덴	2009	수면제 및 진정제	53
스웨덴	2009	항우울제	74.1
스웨덴	2010	소화관 및 신진대사	247.1
스웨덴	2010	제산제	1.8
스웨덴	2010	소화성궤양 및 위장용 약물	59.7
스웨덴	2010	당뇨 약물	51.9
스웨덴	2010	심장 배당체	3.5
스웨덴	2010	항 부정맥제	1.2
스웨덴	2010	이뇨제	84.2
스웨덴	2010	향균제	15.2
스웨덴	2010	진통제	75.4
스웨덴	2010	수면제 및 진정제	53.4
스웨덴	2010	항우울제	75.8
스웨덴	2011	소화관 및 신진대사	244
스웨덴	2011	제산제	2
스웨덴	2011	소화성궤양 및 위장용 약물	63.8
스웨덴	2011	당뇨 약물	53
스웨덴	2011	심장 배당체	3.2
스웨덴	2011	항 부정맥제	1.3
스웨덴	2011	이뇨제	81.1
스웨덴	2011	향균제	15.4
스웨덴	2011	진통제	74.5
스웨덴	2011	수면제 및 진정제	54.3
스웨덴	2011	항우울제	79.4
스웨덴	2012	소화관 및 신진대사	243.7
스웨덴	2012	제산제	2
스웨덴	2012	소화성궤양 및 위장용 약물	67.8
스웨덴	2012	당뇨 약물	53.9
스웨덴	2012	심장 배당체	3
스웨덴	2012	항 부정맥제	1.3
스웨덴	2012	이뇨제	77.2
스웨덴	2012	향균제	15.3
스웨덴	2012	진통제	74.7
스웨덴	2012	수면제 및 진정제	54.3
스웨덴	2012	항우울제	81.1
스웨덴	2013	소화관 및 신진대사	248.8
스웨덴	2013	제산제	2.1
스웨덴	2013	소화성궤양 및 위장용 약물	70.7
스웨덴	2013	당뇨 약물	55.6
스웨덴	2013	심장 배당체	2.8
스웨덴	2013	항 부정맥제	1.4
스웨덴	2013	이뇨제	74.3
스웨덴	2013	향균제	14.2
스웨덴	2013	진통제	76.9
스웨덴	2013	수면제 및 진정제	54.4
스웨덴	2013	항우울제	84.3
스웨덴	2014	소화관 및 신진대사	252.3
스웨덴	2014	제산제	2.1
스웨덴	2014	소화성궤양 및 위장용 약물	73.1
스웨덴	2014	당뇨 약물	56.5
스웨덴	2014	심장 배당체	2.6
스웨덴	2014	항 부정맥제	1.4
스웨덴	2014	이뇨제	70.9
스웨덴	2014	향균제	14
스웨덴	2014	진통제	75
스웨덴	2014	수면제 및 진정제	53.2
스웨덴	2014	항우울제	87.8
스웨덴	2015	소화관 및 신진대사	259.1
스웨덴	2015	제산제	2.1
스웨덴	2015	소화성궤양 및 위장용 약물	76.8
스웨덴	2015	당뇨 약물	58.4
스웨덴	2015	심장 배당체	2.4
스웨덴	2015	항 부정맥제	1.4
스웨덴	2015	이뇨제	67.9
스웨덴	2015	향균제	13.5
스웨덴	2015	진통제	74.9
스웨덴	2015	수면제 및 진정제	52.6
스웨덴	2015	항우울제	92.5
스웨덴	2016	소화관 및 신진대사	263.6
스웨덴	2016	제산제	2.1
스웨덴	2016	소화성궤양 및 위장용 약물	79.8
스웨덴	2016	당뇨 약물	60.4
스웨덴	2016	심장 배당체	2.2
스웨덴	2016	항 부정맥제	1.5
스웨덴	2016	이뇨제	65
스웨덴	2016	향균제	13.2
스웨덴	2016	진통제	74.3
스웨덴	2016	수면제 및 진정제	54.8
스웨덴	2016	항우울제	95
스웨덴	2017	소화관 및 신진대사	265.8
스웨덴	2017	제산제	2.2
스웨덴	2017	소화성궤양 및 위장용 약물	80.8
스웨덴	2017	당뇨 약물	62.4
스웨덴	2017	심장 배당체	2.1
스웨덴	2017	항 부정맥제	1.5
스웨덴	2017	이뇨제	61.9
스웨덴	2017	향균제	12.8
스웨덴	2017	진통제	73.8
스웨덴	2017	수면제 및 진정제	58.2
스웨덴	2017	항우울제	96.9
스웨덴	2018	소화관 및 신진대사	268.2
스웨덴	2018	제산제	2.1
스웨덴	2018	소화성궤양 및 위장용 약물	79.9
스웨덴	2018	당뇨 약물	64.9
스웨덴	2018	심장 배당체	1.9
스웨덴	2018	항 부정맥제	1.5
스웨덴	2018	이뇨제	59.2
스웨덴	2018	향균제	12.4
스웨덴	2018	진통제	68.3
스웨덴	2018	수면제 및 진정제	60.8
스웨덴	2018	항우울제	98.7
스웨덴	2019	소화관 및 신진대사	275.5
스웨덴	2019	제산제	2.2
스웨덴	2019	소화성궤양 및 위장용 약물	82.5
스웨덴	2019	당뇨 약물	67.8
스웨덴	2019	심장 배당체	1.8
스웨덴	2019	항 부정맥제	1.6
스웨덴	2019	이뇨제	57.9
스웨덴	2019	향균제	11.8
스웨덴	2019	진통제	69
스웨덴	2019	수면제 및 진정제	65.9
스웨덴	2019	항우울제	102.7
스웨덴	2020	소화관 및 신진대사	277.1
스웨덴	2020	제산제	2.2
스웨덴	2020	소화성궤양 및 위장용 약물	83
스웨덴	2020	당뇨 약물	70.1
스웨덴	2020	심장 배당체	1.7
스웨덴	2020	항 부정맥제	1.6
스웨덴	2020	이뇨제	56.2
스웨덴	2020	진통제	70.9
스웨덴	2020	수면제 및 진정제	70.1
스웨덴	2020	항우울제	105.4
영국	1998	항우울제	30.3
영국	1999	항우울제	33.7
영국	2000	항우울제	37.6
영국	2001	항우울제	42.7
영국	2002	항우울제	46.7
영국	2003	항우울제	48.8
영국	2004	항우울제	50.8
영국	2005	소화관 및 신진대사	150.1
영국	2005	제산제	0.9
영국	2005	소화성궤양 및 위장용 약물	46.9
영국	2005	항 부정맥제	2.1
영국	2005	이뇨제	74.8
영국	2005	수면제 및 진정제	12.6
영국	2005	항우울제	47.3
영국	2006	소화관 및 신진대사	149.9
영국	2006	제산제	0.9
영국	2006	소화성궤양 및 위장용 약물	47.2
영국	2006	항 부정맥제	2
영국	2006	이뇨제	73.1
영국	2006	수면제 및 진정제	12
영국	2006	항우울제	52.7
영국	2007	소화관 및 신진대사	153
영국	2007	제산제	0.7
영국	2007	소화성궤양 및 위장용 약물	52.5
영국	2007	당뇨 약물	63.3
영국	2007	심장 배당체	3.7
영국	2007	항 부정맥제	1.9
영국	2007	이뇨제	70.5
영국	2007	진통제	26
영국	2007	수면제 및 진정제	12
영국	2007	항우울제	53.7
영국	2008	소화관 및 신진대사	164.6
영국	2008	제산제	1
영국	2008	소화성궤양 및 위장용 약물	58.8
영국	2008	당뇨 약물	67
영국	2008	심장 배당체	3.6
영국	2008	항 부정맥제	1.8
영국	2008	이뇨제	69.3
영국	2008	진통제	28.3
영국	2008	수면제 및 진정제	11.8
영국	2008	항우울제	56.6
영국	2009	소화관 및 신진대사	175.9
